onset	offset	word	voice	file	interval_no	tag1	tagger	autobi
1.0682499	1.5745	tension	slt	arctic_a0310_slt	5	[0.12835, 0.041072]	1	1
1.5745	1.7869999	was	slt	arctic_a0310_slt	6	[0.027553]	0	0
1.7869999	1.86825	the	slt	arctic_a0310_slt	7	[0.026732]	0	0
1.86825	2.33075	cryptic	slt	arctic_a0310_slt	8	[0.026732, 0.04754, 0.049237]	0	1
2.33075	2.8745	reply	slt	arctic_a0310_slt	9	[0.02822, 0.622652]	1	1
2.8745	0.0	.	slt	arctic_a0310_slt	10		0	0
0.0	0.1495	.	slt	arctic_a0311_slt	0		0	0
0.1495	0.84324998	Therefore	slt	arctic_a0311_slt	1	[0.277716]	1	1
0.84324998	1.2995	hurrah	slt	arctic_a0311_slt	2	[0.226222, 0.934438]	1	6
1.2995	1.49325	for	slt	arctic_a0311_slt	3	[0.018811]	0	0
1.49325	1.587	the	slt	arctic_a0311_slt	4	[0.090568]	0	0
1.587	2.0120001	game	slt	arctic_a0311_slt	5	[0.557205]	1	1
2.0120001	0.0	.	slt	arctic_a0311_slt	6		0	0
0.0	0.19325	.	slt	arctic_a0312_slt	0		0	0
0.19325	0.31825	It	slt	arctic_a0312_slt	1		0	0
0.31825	0.79325002	lived	slt	arctic_a0312_slt	2	[0.637985]	1	1
0.79325002	0.912	in	slt	arctic_a0312_slt	3	[0.169917]	0	0
0.912	1.5682499	perpetual	slt	arctic_a0312_slt	4	[0.08312, 0.352621, 0.292991, 0.084462]	1	1
1.5682499	2.2557499	apprehension	slt	arctic_a0312_slt	5	[0.575201, 0.095333, 0.304216, 0.065953]	1	6
2.2557499	2.40575	of	slt	arctic_a0312_slt	6	[0.139508]	0	0
2.40575	2.6182499	that	slt	arctic_a0312_slt	7	[0.94724]	1	0
2.6182499	2.64325	.	slt	arctic_a0312_slt	8		0	0
2.64325	3.01825	quarter	slt	arctic_a0312_slt	9	[0.329564, 0.472568, 0.080759]	1	1
3.01825	3.0994999	of	slt	arctic_a0312_slt	10	[0.080759]	0	0
3.0994999	3.1745	the	slt	arctic_a0312_slt	11	[0.238628]	0	0
3.1745	3.7620001	compass	slt	arctic_a0312_slt	12	[0.353953, 0.20781]	1	3
3.7620001	0.0	.	slt	arctic_a0312_slt	13		0	0
0.0	0.0	.	slt	arctic_a0313_slt	0		0	0
0.0	0.18700001	.	slt	arctic_a0313_slt	1		0	0
0.18700001	0.50575	Broken	slt	arctic_a0313_slt	2	[0.092548]	0	1
0.50575	0.76200002	Tooth	slt	arctic_a0313_slt	3	[0.434099]	0	0
0.76200002	1.14325	yelled	slt	arctic_a0313_slt	4	[0.570289]	1	1
1.14325	1.262	with	slt	arctic_a0313_slt	5	[0.037299]	0	0
1.262	1.66825	fright	slt	arctic_a0313_slt	6	[0.900996]	1	3
1.66825	1.8494999	and	slt	arctic_a0313_slt	7	[0.150124]	0	0
1.8494999	2.2869999	pain	slt	arctic_a0313_slt	8	[0.5607]	1	3
2.2869999	0.0	.	slt	arctic_a0313_slt	9		0	0
0.0	0.1745	.	slt	arctic_a0314_slt	0		0	0
0.1745	0.48074999	Thus	slt	arctic_a0314_slt	1		0	1
0.48074999	0.69325	was	slt	arctic_a0314_slt	2	[0.086131]	0	0
0.69325	1.212	momentum	slt	arctic_a0314_slt	3	[0.281557, 0.345577, 0.108605]	1	6
1.212	1.60575	gained	slt	arctic_a0314_slt	4	[0.795453]	1	1
1.60575	1.737	in	slt	arctic_a0314_slt	5	[0.136413]	0	0
1.737	1.80575	the	slt	arctic_a0314_slt	6	[0.084043]	0	0
1.80575	2.1307499	Younger	slt	arctic_a0314_slt	7	[0.188022, 0.168222]	1	0
2.1307499	2.71825	World	slt	arctic_a0314_slt	8	[0.296316]	1	3
2.71825	0.0	.	slt	arctic_a0314_slt	9		0	0
0.0	0.074500002	.	slt	arctic_a0315_slt	0		0	0
0.074500002	0.54949999	Saxon	slt	arctic_a0315_slt	1	[0.083596]	0	1
0.54949999	1.11825	waited	slt	arctic_a0315_slt	2	[0.38831, 0.518219]	1	6
1.11825	1.26825	for	slt	arctic_a0315_slt	3	[0.018656]	0	0
1.26825	1.43075	she	slt	arctic_a0315_slt	4	[0.084806]	0	0
1.43075	1.6619999	knew	slt	arctic_a0315_slt	5	[0.286439]	1	0
1.6619999	1.70575	a	slt	arctic_a0315_slt	6	[0.105535]	0	0
1.70575	2.03075	fresh	slt	arctic_a0315_slt	7	[0.290474]	0	1
2.03075	2.3557501	idea	slt	arctic_a0315_slt	8	[0.566472, 0.581407, 0.142035]	1	1
2.3557501	2.5244999	had	slt	arctic_a0315_slt	9	[0.051513]	0	0
2.5244999	2.83075	struck	slt	arctic_a0315_slt	10	[0.143178]	0	0
2.83075	3.2869999	Billy	slt	arctic_a0315_slt	11	[0.172716, 0.304816]	1	3
3.2869999	0.0	.	slt	arctic_a0315_slt	12		0	0
0.0	0.18075	.	slt	arctic_a0316_slt	0		0	0
0.18075	0.287	We	slt	arctic_a0316_slt	1		0	0
0.287	0.41824999	had	slt	arctic_a0316_slt	2	[0.352485]	1	0
0.41824999	0.61199999	been	slt	arctic_a0316_slt	3	[0.271316]	0	0
0.61199999	0.99325001	chased	slt	arctic_a0316_slt	4	[0.915974]	1	1
0.99325001	1.15575	by	slt	arctic_a0316_slt	5	[0.663809]	1	0
1.15575	1.3745	them	slt	arctic_a0316_slt	6	[0.358491]	0	0
1.3745	2.0120001	ourselves	slt	arctic_a0316_slt	7	[0.19264, 0.160918, 0.73117]	1	1
2.0120001	2.112	.	slt	arctic_a0316_slt	8		0	0
2.112	2.28075	more	slt	arctic_a0316_slt	9	[0.215803]	1	0
2.28075	2.4245	than	slt	arctic_a0316_slt	10	[0.070336]	0	0
2.4245	2.8807499	once	slt	arctic_a0316_slt	11	[0.484108]	1	2
2.8807499	0.0	.	slt	arctic_a0316_slt	12		0	0
0.0	0.1245	.	slt	arctic_a0317_slt	0		0	0
0.1245	0.27450001	He	slt	arctic_a0317_slt	1		0	0
0.27450001	0.49325001	was	slt	arctic_a0317_slt	2	[0.227]	1	0
0.49325001	0.52450001	a	slt	arctic_a0317_slt	3	[0.163735]	0	0
0.52450001	0.9745	wise	slt	arctic_a0317_slt	4	[0.921128]	1	3
0.9745	1.462	hyena	slt	arctic_a0317_slt	5	[0.624043, 0.303055, 0.303322]	0	3
1.462	0.0	.	slt	arctic_a0317_slt	6		0	0
0.0	0.0	.	slt	arctic_a0318_slt	0		0	0
0.0	0.18075	.	slt	arctic_a0318_slt	1		0	0
0.18075	0.7245	Production	slt	arctic_a0318_slt	2	[0.904823, 0.436291]	1	1
0.7245	0.93075001	is	slt	arctic_a0318_slt	3	[0.26306]	0	0
0.93075001	1.3995	doubling	slt	arctic_a0318_slt	4	[0.733758, 0.06965, 0.179949]	1	5
1.3995	1.5495	and	slt	arctic_a0318_slt	5	[0.347414]	1	0
1.5495	2.1619999	quadrupling	slt	arctic_a0318_slt	6	[0.227645, 0.301703, 0.027953, 0.155966]	1	1
2.1619999	2.4744999	upon	slt	arctic_a0318_slt	7	[0.1686, 0.571764]	1	1
2.4744999	3.0432501	itself	slt	arctic_a0318_slt	8	[0.17395, 0.168066]	0	3
3.0432501	0.0	.	slt	arctic_a0318_slt	9		0	0
0.0	0.0	.	slt	arctic_a0319_slt	0		0	0
0.0	0.18700001	.	slt	arctic_a0319_slt	1		0	0
0.18700001	0.38075	And	slt	arctic_a0319_slt	2		0	0
0.38075	0.44325	the	slt	arctic_a0319_slt	3	[0.094291]	0	0
0.44325	1.0994999	Edinburgh	slt	arctic_a0319_slt	4	[0.150678, 1.207217, 0.072772, 0.706604]	1	1
1.0994999	1.46825	Evening	slt	arctic_a0319_slt	5	[0.733964, 0.115684]	1	0
1.46825	1.85575	News	slt	arctic_a0319_slt	6	[0.531915]	1	1
1.85575	2.2119999	says	slt	arctic_a0319_slt	7	[0.74596]	1	3
2.2119999	2.4182501	with	slt	arctic_a0319_slt	8	[0.099191]	0	0
2.4182501	2.96825	editorial	slt	arctic_a0319_slt	9	[0.696687, 0.054037, 0.292592, 0.115567, 0.149355]	1	3
2.96825	3.4807501	gloom	slt	arctic_a0319_slt	10	[0.671084]	1	3
3.4807501	0.0	.	slt	arctic_a0319_slt	11		0	0
0.0	0.0	.	slt	arctic_a0320_slt	0		0	0
0.0	0.162	.	slt	arctic_a0320_slt	1		0	0
0.162	0.29949999	With	slt	arctic_a0320_slt	2		0	0
0.29949999	0.46825001	my	slt	arctic_a0320_slt	3	[0.405098]	0	0
0.46825001	0.94325	strength	slt	arctic_a0320_slt	4	[0.922745]	1	1
0.94325	1.03075	I	slt	arctic_a0320_slt	5	[0.413328]	0	0
1.03075	1.45575	slammed	slt	arctic_a0320_slt	6	[0.50621]	1	1
1.45575	1.5745	it	slt	arctic_a0320_slt	7	[0.202662]	0	0
1.5745	1.9245	full	slt	arctic_a0320_slt	8	[0.072384]	0	1
1.9245	2.14325	into	slt	arctic_a0320_slt	9	[0.077778, 0.056135]	1	0
2.14325	2.39325	Red	slt	arctic_a0320_slt	10	[0.304455]	0	0
2.39325	2.6807499	Eye's	slt	arctic_a0320_slt	11	[0.501961]	1	0
2.6807499	3.1182499	face	slt	arctic_a0320_slt	12	[0.391105]	1	3
3.1182499	0.0	.	slt	arctic_a0320_slt	13		0	0
0.0	0.162	.	slt	arctic_a0321_slt	0		0	0
0.162	0.23074999	The	slt	arctic_a0321_slt	1		0	0
0.23074999	0.69950002	log	slt	arctic_a0321_slt	2	[1.254508]	1	1
0.69950002	0.88075	on	slt	arctic_a0321_slt	3	[0.1406]	0	0
0.88075	1.15575	which	slt	arctic_a0321_slt	4	[0.026725]	0	0
1.15575	1.4744999	Lop	slt	arctic_a0321_slt	5	[0.466484]	1	1
1.4744999	1.6307499	Ear	slt	arctic_a0321_slt	6	[0.162082]	0	0
1.6307499	1.84325	was	slt	arctic_a0321_slt	7	[0.026886]	0	0
1.84325	2.2495	lying	slt	arctic_a0321_slt	8	[0.281863, 0.135261]	1	1
2.2495	2.4995	got	slt	arctic_a0321_slt	9	[0.246413]	1	0
2.4995	2.9807501	adrift	slt	arctic_a0321_slt	10	[0.027612, 0.145293]	1	1
2.9807501	0.0	.	slt	arctic_a0321_slt	11		0	0
0.0	0.0	.	slt	arctic_a0322_slt	0		0	0
0.0	0.15575001	.	slt	arctic_a0322_slt	1		0	0
0.15575001	0.35574999	This	slt	arctic_a0322_slt	2		0	0
0.35574999	0.4745	is	slt	arctic_a0322_slt	3	[0.583945]	1	0
0.4745	0.51824999	a	slt	arctic_a0322_slt	4	[0.281121]	0	0
0.51824999	0.89950001	common	slt	arctic_a0322_slt	5	[0.945051, 0.137703]	1	1
0.89950001	1.5495	experience	slt	arctic_a0322_slt	6	[0.100157, 0.306752, 0.647736, 0.170898]	1	1
1.5495	1.70575	with	slt	arctic_a0322_slt	7	[0.061081]	0	0
1.70575	1.91825	all	slt	arctic_a0322_slt	8	[0.416517, 0.040562]	1	0
1.91825	2.0120001	of	slt	arctic_a0322_slt	9	[0.040562]	0	0
2.0120001	2.2995	us	slt	arctic_a0322_slt	10	[0.489543]	1	0
2.2995	0.0	.	slt	arctic_a0322_slt	11		0	0
0.0	0.13699999	.	slt	arctic_a0323_slt	0		0	0
0.13699999	0.26824999	He	slt	arctic_a0323_slt	1		0	0
0.26824999	0.81199998	considered	slt	arctic_a0323_slt	2	[0.075314, 0.437714, 0.696787]	1	1
0.81199998	0.88700002	the	slt	arctic_a0323_slt	3	[0.121611]	0	0
0.88700002	1.40575	victory	slt	arctic_a0323_slt	4	[0.371563, 0.351359, 0.904149]	1	6
1.40575	1.7995	already	slt	arctic_a0323_slt	5	[0.526078, 0.155279, 0.261081]	0	5
1.7995	2.2119999	his	slt	arctic_a0323_slt	6	[0.933465]	1	3
2.2119999	2.3494999	and	slt	arctic_a0323_slt	7	[0.240069]	0	0
2.3494999	2.6745	stepped	slt	arctic_a0323_slt	8	[0.449926]	1	0
2.6745	3.1182499	forward	slt	arctic_a0323_slt	9	[0.269918, 0.223724]	0	1
3.1182499	3.237	to	slt	arctic_a0323_slt	10	[0.037398]	0	0
3.237	3.3245001	the	slt	arctic_a0323_slt	11	[0.05673]	0	0
3.3245001	3.7620001	meat	slt	arctic_a0323_slt	12	[0.05673, 0.53943]	1	3
3.7620001	0.0	.	slt	arctic_a0323_slt	13		0	0
0.0	0.19949999	.	slt	arctic_a0324_slt	0		0	0
0.19949999	0.28075001	It	slt	arctic_a0324_slt	1		0	0
0.28075001	0.49950001	was	slt	arctic_a0324_slt	2	[0.122618]	0	0
0.49950001	0.79949999	not	slt	arctic_a0324_slt	3	[0.920121]	1	1
0.79949999	0.96824998	Red	slt	arctic_a0324_slt	4	[0.40405]	0	0
0.96824998	1.187	Eye's	slt	arctic_a0324_slt	5	[1.17]	1	0
1.187	1.4744999	way	slt	arctic_a0324_slt	6	[0.931366]	1	0
1.4744999	1.61825	to	slt	arctic_a0324_slt	7	[0.042183]	0	0
1.61825	2.01825	forego	slt	arctic_a0324_slt	8	[0.044631, 0.586636]	1	1
2.01825	2.0432501	.	slt	arctic_a0324_slt	9		0	0
2.0432501	2.5120001	revenge	slt	arctic_a0324_slt	10	[0.106176, 0.629148]	1	1
2.5120001	2.7432499	so	slt	arctic_a0324_slt	11	[0.35176]	1	0
2.7432499	3.33075	easily	slt	arctic_a0324_slt	12	[0.386658, 0.075079, 0.414576]	1	0
3.33075	0.0	.	slt	arctic_a0324_slt	13		0	0
0.0	0.0	.	slt	arctic_a0325_slt	0		0	0
0.0	0.19949999	.	slt	arctic_a0325_slt	1		0	0
0.19949999	0.51824999	Whiz	slt	arctic_a0325_slt	2		0	1
0.51824999	0.68699998	.	slt	arctic_a0325_slt	3		0	0
0.68699998	0.88700002	zip	slt	arctic_a0325_slt	4	[0.263845]	0	0
0.88700002	1.10575	.	slt	arctic_a0325_slt	5		0	0
1.10575	1.562	bang	slt	arctic_a0325_slt	6	[0.916265]	1	1
1.562	1.84325	.	slt	arctic_a0325_slt	7		0	0
1.84325	2.1307499	Lop	slt	arctic_a0325_slt	8	[0.568018]	1	1
2.1307499	2.2995	Ear	slt	arctic_a0325_slt	9	[0.127352]	0	0
2.2995	2.7744999	screamed	slt	arctic_a0325_slt	10	[0.740842]	1	1
2.7744999	2.8870001	with	slt	arctic_a0325_slt	11	[0.052628]	0	0
2.8870001	3.2432499	sudden	slt	arctic_a0325_slt	12	[0.291133, 0.05289]	1	3
3.2432499	3.8245001	anguish	slt	arctic_a0325_slt	13	[0.26266, 0.051519]	1	3
3.8245001	0.0	.	slt	arctic_a0325_slt	14		0	0
0.0	0.0	.	slt	arctic_a0326_slt	0		0	0
0.0	0.14325	.	slt	arctic_a0326_slt	1		0	0
0.14325	0.68075001	Cherokee	slt	arctic_a0326_slt	2	[0.297402, 0.9]	1	1
0.68075001	1.2495	identified	slt	arctic_a0326_slt	3	[0.769186, 0.786569, 0.197184, 0.846842]	1	1
1.2495	1.74325	himself	slt	arctic_a0326_slt	4	[0.061603, 0.321951]	1	3
1.74325	1.8807499	with	slt	arctic_a0326_slt	5	[0.120808]	0	0
1.8807499	2.03075	his	slt	arctic_a0326_slt	6	[0.089456]	0	0
2.03075	2.6995001	instinct	slt	arctic_a0326_slt	7	[0.697781, 0.633732]	1	3
2.6995001	0.0	.	slt	arctic_a0326_slt	8		0	0
0.0	0.0	.	slt	arctic_a0327_slt	0		0	0
0.0	0.16824999	.	slt	arctic_a0327_slt	1		0	0
0.16824999	0.27450001	They	slt	arctic_a0327_slt	2		0	0
0.27450001	0.40575001	were	slt	arctic_a0327_slt	3	[0.147996]	0	0
0.40575001	0.76200002	less	slt	arctic_a0327_slt	4	[0.147996, 0.661047]	1	1
0.76200002	1.1995	stooped	slt	arctic_a0327_slt	5	[0.578636]	1	0
1.1995	1.3995	than	slt	arctic_a0327_slt	6	[0.264707]	0	0
1.3995	1.8245	we	slt	arctic_a0327_slt	7	[0.788721]	1	3
1.8245	2.112	less	slt	arctic_a0327_slt	8	[0.418327]	0	1
2.112	2.59325	springy	slt	arctic_a0327_slt	9	[0.242466, 0.9]	1	1
2.59325	2.6932499	in	slt	arctic_a0327_slt	10	[0.128594]	0	0
2.6932499	2.78075	their	slt	arctic_a0327_slt	11	[0.124674]	0	0
2.78075	3.39325	movements	slt	arctic_a0327_slt	12	[0.272651, 0.363089]	1	6
3.39325	0.0	.	slt	arctic_a0327_slt	13		0	0
0.0	0.18075	.	slt	arctic_a0328_slt	0		0	0
0.18075	0.26199999	The	slt	arctic_a0328_slt	1		0	0
0.26199999	0.61199999	Fire	slt	arctic_a0328_slt	2	[0.9, 0.930406]	1	1
0.61199999	1.087	People	slt	arctic_a0328_slt	3	[0.149802, 0.039954]	0	1
1.087	1.2244999	.	slt	arctic_a0328_slt	4		0	0
1.2244999	1.43075	like	slt	arctic_a0328_slt	5	[0.31317, 0.057352]	1	0
1.43075	2.0994999	ourselves	slt	arctic_a0328_slt	6	[0.057352, 0.285511, 0.438733]	1	1
2.0994999	2.2932501	.	slt	arctic_a0328_slt	7		0	0
2.2932501	2.53075	lived	slt	arctic_a0328_slt	8	[0.137717]	0	0
2.53075	2.6682501	in	slt	arctic_a0328_slt	9	[0.180217]	0	0
2.6682501	3.2495	caves	slt	arctic_a0328_slt	10	[0.89515]	1	3
3.2495	0.0	.	slt	arctic_a0328_slt	11		0	0
0.0	0.0	.	slt	arctic_a0329_slt	0		0	0
0.0	0.19949999	.	slt	arctic_a0329_slt	1		0	0
0.19949999	0.55575001	Ah	slt	arctic_a0329_slt	2		0	1
0.55575001	0.62449998	.	slt	arctic_a0329_slt	3		0	0
0.62449998	1.28075	indeed	slt	arctic_a0329_slt	4	[0.219492, 0.707829]	1	1
1.28075	0.0	.	slt	arctic_a0329_slt	5		0	0
0.0	0.19949999	.	slt	arctic_a0330_slt	0		0	0
0.19949999	0.38075	Red	slt	arctic_a0330_slt	1		0	0
0.38075	0.58074999	Eye	slt	arctic_a0330_slt	2	[1.064725]	1	0
0.58074999	0.88075	never	slt	arctic_a0330_slt	3	[0.292864, 0.144292]	0	1
0.88075	1.3494999	committed	slt	arctic_a0330_slt	4	[0.030371, 0.085874, 0.125417]	1	1
1.3494999	1.387	a	slt	arctic_a0330_slt	5	[0.085845]	0	0
1.387	1.70575	more	slt	arctic_a0330_slt	6	[0.202041]	0	3
1.70575	2.2432499	outrageous	slt	arctic_a0330_slt	7	[0.248057, 0.261525, 0.080565]	1	3
2.2432499	2.64325	deed	slt	arctic_a0330_slt	8	[0.446812]	1	1
2.64325	0.0	.	slt	arctic_a0330_slt	9		0	0
0.0	0.18700001	.	slt	arctic_a0331_slt	0		0	0
0.18700001	0.41824999	Poor	slt	arctic_a0331_slt	1		0	0
0.41824999	0.71824998	little	slt	arctic_a0331_slt	2	[0.209546, 0.179596]	0	1
0.71824998	1.087	Crooked	slt	arctic_a0331_slt	3	[0.128705, 0.270257]	0	0
1.087	1.3494999	Leg	slt	arctic_a0331_slt	4	[0.90081]	1	0
1.3494999	1.5495	was	slt	arctic_a0331_slt	5	[0.055916]	0	0
1.5495	1.99325	terribly	slt	arctic_a0331_slt	6	[0.087094, 0.067895, 0.11388]	1	3
1.99325	2.58075	scared	slt	arctic_a0331_slt	7	[0.684823]	1	1
2.58075	0.0	.	slt	arctic_a0331_slt	8		0	0
0.0	0.19949999	.	slt	arctic_a0332_slt	0		0	0
0.19949999	1.062	Unconsciously	slt	arctic_a0332_slt	1	[0.959418, 0.102575, 0.469694]	1	1
1.062	1.1932499	our	slt	arctic_a0332_slt	2	[0.111247, 0.316953]	1	0
1.1932499	1.5745	yells	slt	arctic_a0332_slt	3	[0.248555, 0.041008]	0	3
1.5745	1.6619999	and	slt	arctic_a0332_slt	4	[0.041008]	0	0
1.6619999	2.487	exclamations	slt	arctic_a0332_slt	5	[0.335147, 0.110258, 0.522493, 0.073872]	1	1
2.487	2.812	yielded	slt	arctic_a0332_slt	6	[0.119023, 0.16308]	1	3
2.812	2.937	to	slt	arctic_a0332_slt	7	[0.174336]	1	0
2.937	3.1932499	this	slt	arctic_a0332_slt	8	[0.120874]	0	0
3.1932499	3.5244999	rhythm	slt	arctic_a0332_slt	9	[0.117622, 0.161869]	1	6
3.5244999	0.0	.	slt	arctic_a0332_slt	10		0	0
0.0	0.1745	.	slt	arctic_a0333_slt	0		0	0
0.1745	0.38075	This	slt	arctic_a0333_slt	1		0	0
0.38075	0.51200002	is	slt	arctic_a0333_slt	2	[0.513671]	0	0
0.51200002	0.74949998	no	slt	arctic_a0333_slt	3	[0.836716]	1	0
0.74949998	1.1245	place	slt	arctic_a0333_slt	4	[0.913532]	1	1
1.1245	1.2745	for	slt	arctic_a0333_slt	5	[0.074135]	0	0
1.2745	1.6245	you	slt	arctic_a0333_slt	6	[1.073179]	1	3
1.6245	0.0	.	slt	arctic_a0333_slt	7		0	0
0.0	0.1495	.	slt	arctic_a0334_slt	0		0	0
0.1495	0.31825	Hell	slt	arctic_a0334_slt	1		0	0
0.31825	0.61199999	knock	slt	arctic_a0334_slt	2	[1.088814]	1	1
0.61199999	0.71824998	you	slt	arctic_a0334_slt	3	[0.115177]	0	0
0.71824998	0.98075002	off	slt	arctic_a0334_slt	4	[0.590611]	1	1
0.98075002	1.01825	a	slt	arctic_a0334_slt	5	[0.051453]	0	0
1.01825	1.26825	few	slt	arctic_a0334_slt	6	[0.112899]	0	1
1.26825	1.6932499	sticks	slt	arctic_a0334_slt	7	[0.211169]	1	1
1.6932499	1.80575	in	slt	arctic_a0334_slt	8	[0.146699]	0	0
1.80575	1.99325	no	slt	arctic_a0334_slt	9	[0.207197]	0	0
1.99325	2.34325	time	slt	arctic_a0334_slt	10	[0.333107]	1	3
2.34325	0.0	.	slt	arctic_a0334_slt	11		0	0
0.0	0.19325	.	slt	arctic_a0335_slt	0		0	0
0.19325	0.41824999	Red	slt	arctic_a0335_slt	1		0	0
0.41824999	0.58700001	Eye	slt	arctic_a0335_slt	2	[1.089462]	1	0
0.58700001	0.99325001	swung	slt	arctic_a0335_slt	3	[0.210179]	0	1
0.99325001	1.24325	back	slt	arctic_a0335_slt	4	[0.533614, 0.038506]	1	0
1.24325	1.337	and	slt	arctic_a0335_slt	5	[0.038506]	0	0
1.337	1.6932499	forth	slt	arctic_a0335_slt	6	[0.273187]	1	1
1.6932499	1.7995	on	slt	arctic_a0335_slt	7	[0.122931]	0	0
1.7995	1.86825	the	slt	arctic_a0335_slt	8	[0.041516]	0	0
1.86825	2.2432499	branch	slt	arctic_a0335_slt	9	[0.041516, 0.439887]	1	1
2.2432499	2.59325	farther	slt	arctic_a0335_slt	10	[0.208499, 0.104024]	0	3
2.59325	3.0432501	down	slt	arctic_a0335_slt	11	[0.622359]	1	3
3.0432501	0.0	.	slt	arctic_a0335_slt	12		0	0
0.0	0.0495	.	slt	arctic_a0336_slt	0		0	0
0.0495	0.38075	So	slt	arctic_a0336_slt	1		0	1
0.38075	1.012	unexpected	slt	arctic_a0336_slt	2	[0.213118, 0.078816, 0.347483, 0.130961]	1	1
1.012	1.212	was	slt	arctic_a0336_slt	3	[0.203788]	0	0
1.212	1.36825	my	slt	arctic_a0336_slt	4	[0.253897]	0	0
1.36825	1.86825	charge	slt	arctic_a0336_slt	5	[1.022875]	1	1
1.86825	2.01825	that	slt	arctic_a0336_slt	6	[0.117318]	0	0
2.01825	2.09325	I	slt	arctic_a0336_slt	7	[0.308348]	0	0
2.09325	2.4432499	knocked	slt	arctic_a0336_slt	8	[0.674205]	1	3
2.4432499	2.5682499	him	slt	arctic_a0336_slt	9	[0.045996]	0	0
2.5682499	2.7495	off	slt	arctic_a0336_slt	10	[0.305579]	1	0
2.7495	2.9495001	his	slt	arctic_a0336_slt	11	[0.065138]	0	0
2.9495001	3.2307501	feet	slt	arctic_a0336_slt	12	[0.305348]	1	0
3.2307501	0.0	.	slt	arctic_a0336_slt	13		0	0
0.0	0.0	.	slt	arctic_a0337_slt	0		0	0
0.0	0.19949999	.	slt	arctic_a0337_slt	1		0	0
0.19949999	0.80575001	Encouraged	slt	arctic_a0337_slt	2	[0.836819, 0.105447]	1	1
0.80575001	0.83074999	.	slt	arctic_a0337_slt	3		0	0
0.83074999	0.9745	by	slt	arctic_a0337_slt	4	[0.79298]	1	0
0.9745	1.1307499	my	slt	arctic_a0337_slt	5	[0.499618]	0	0
1.1307499	1.79325	conduct	slt	arctic_a0337_slt	6	[1.225938, 0.339443]	1	1
1.79325	1.8745	.	slt	arctic_a0337_slt	7		0	0
1.8745	2.0557499	Big	slt	arctic_a0337_slt	8	[0.329047]	0	0
2.0557499	2.3807499	Face	slt	arctic_a0337_slt	9	[0.778863]	1	1
2.3807499	2.7995	became	slt	arctic_a0337_slt	10	[0.080033, 0.383384]	1	1
2.7995	2.8369999	a	slt	arctic_a0337_slt	11	[0.07218]	0	0
2.8369999	3.2307501	sudden	slt	arctic_a0337_slt	12	[0.697833, 0.105169]	1	1
3.2307501	3.7119999	ally	slt	arctic_a0337_slt	13	[0.947324, 0.541993]	1	3
3.7119999	0.0	.	slt	arctic_a0337_slt	14		0	0
0.0	0.14325	.	slt	arctic_a0338_slt	0		0	0
0.14325	0.24325	The	slt	arctic_a0338_slt	1		0	0
0.24325	0.662	fighting	slt	arctic_a0338_slt	2	[0.9, 0.230686]	1	1
0.662	0.787	had	slt	arctic_a0338_slt	3	[0.063258]	0	0
0.787	1.01825	now	slt	arctic_a0338_slt	4	[0.619837]	1	0
1.01825	1.40575	become	slt	arctic_a0338_slt	5	[0.051029, 0.225039]	1	1
1.40575	1.9495	intermittent	slt	arctic_a0338_slt	6	[0.129151, 0.102467, 0.10636, 0.032886]	0	3
1.9495	0.0	.	slt	arctic_a0338_slt	7		0	0
0.0	0.16824999	.	slt	arctic_a0339_slt	0		0	0
0.16824999	0.31200001	They	slt	arctic_a0339_slt	1		0	0
0.31200001	0.67449999	obeyed	slt	arctic_a0339_slt	2	[0.53899, 1.069709]	1	1
0.67449999	0.9745	him	slt	arctic_a0339_slt	3	[0.284574]	0	0
0.9745	1.1745	and	slt	arctic_a0339_slt	4	[0.367616]	1	0
1.1745	1.3745	went	slt	arctic_a0339_slt	5	[0.198145]	0	0
1.3745	1.737	here	slt	arctic_a0339_slt	6	[0.692891]	1	1
1.737	1.8995	and	slt	arctic_a0339_slt	7	[0.401901]	0	0
1.8995	2.21825	there	slt	arctic_a0339_slt	8	[0.506563]	1	0
2.21825	2.34325	at	slt	arctic_a0339_slt	9	[0.233072]	0	0
2.34325	2.5495	his	slt	arctic_a0339_slt	10	[0.128282]	0	0
2.5495	3.2119999	commands	slt	arctic_a0339_slt	11	[0.024548, 0.509855]	1	3
3.2119999	0.0	.	slt	arctic_a0339_slt	12		0	0
0.0	0.19325	.	slt	arctic_a0340_slt	0		0	0
0.19325	0.26824999	It	slt	arctic_a0340_slt	1		0	0
0.26824999	0.49950001	was	slt	arctic_a0340_slt	2	[0.311455]	0	0
0.49950001	0.7245	like	slt	arctic_a0340_slt	3	[0.611315]	1	0
0.7245	0.80575001	the	slt	arctic_a0340_slt	4	[0.100007]	0	0
0.80575001	1.1619999	beating	slt	arctic_a0340_slt	5	[0.100007, 1.17713, 0.212169]	1	5
1.1619999	1.26825	of	slt	arctic_a0340_slt	6	[0.146567]	0	0
1.26825	1.6307499	hoofs	slt	arctic_a0340_slt	7	[0.610559]	1	1
1.6307499	0.0	.	slt	arctic_a0340_slt	8		0	0
0.0	0.0	.	slt	arctic_a0341_slt	0		0	0
0.0	0.18700001	.	slt	arctic_a0341_slt	1		0	0
0.18700001	0.52450001	Why	slt	arctic_a0341_slt	2		0	1
0.52450001	1.0682499	doggone	slt	arctic_a0341_slt	3	[0.590166, 0.588314]	1	1
