david	word	voice	batch	file	interval_no	onset	offset	tag1	tagger	joe	todd	mallory
1	suppose	slt	B	arctic_a0113_slt	2	0.24325	0.7245	[0.087038, 0.890446]	1	2	0	2
0	you	slt	B	arctic_a0113_slt	3	0.7245	0.79949999	[0.202914]	0	0	0	1
0	picked	slt	B	arctic_a0113_slt	4	0.79949999	1.112	[0.329254]	0	1	2	0
0	that	slt	B	arctic_a0113_slt	5	1.112	1.262	[0.910753]	1	0	0	0
2	lingo	slt	B	arctic_a0113_slt	6	1.262	1.6307499	[0.272332, 0.45394]	0	1	2	2
0	up	slt	B	arctic_a0113_slt	7	1.6307499	1.85575	[0.799169]	1	0	0	0
1	among	slt	B	arctic_a0113_slt	8	1.85575	2.1619999	[0.087058, 0.287417]	0	0	1	0
0	the	slt	B	arctic_a0113_slt	9	2.1619999	2.3182499	[0.644783]	1	0	0	0
2	Indians	slt	B	arctic_a0113_slt	10	2.3182499	2.812	[0.130126, 0.294831, 0.197969]	1	0	2	1
0	.	slt	B	arctic_a0113_slt	11	2.812	0.0		0	0	0	0
0	.	rms	B	arctic_a0114_rms	0	0.0	0.071999997		0	0	0	0
0	Her	rms	B	arctic_a0114_rms	1	0.071999997	0.23199999		0	0	0	0
2	words	rms	B	arctic_a0114_rms	2	0.23199999	0.76200002	[1.281628]	1	2	2	1
0	sent	rms	B	arctic_a0114_rms	3	0.76200002	1.0420001	[0.207752]	0	0	0	0
0	a	rms	B	arctic_a0114_rms	4	1.0420001	1.072	[0.040767]	0	0	0	0
0	strange	rms	B	arctic_a0114_rms	5	1.072	1.592	[0.040767, 0.356504]	1	0	1	2
2	chill	rms	B	arctic_a0114_rms	6	1.592	2.0020001	[0.409262]	1	2	3	2
0	through	rms	B	arctic_a0114_rms	7	2.0020001	2.2520001	[0.056451]	0	0	0	0
2	Philip	rms	B	arctic_a0114_rms	8	2.2520001	2.6819999	[0.157225, 0.01831]	1	1	2	1
0	.	rms	B	arctic_a0114_rms	9	2.6819999	0.0		0	0	0	0
0	.	slt	B	arctic_a0114_slt	0	0.0	0.15575001		0	0	0	0
0	Her	slt	B	arctic_a0114_slt	1	0.15575001	0.29324999		0	0	0	0
2	words	slt	B	arctic_a0114_slt	2	0.29324999	0.69950002	[1.0973]	1	2	1	1
0	sent	slt	B	arctic_a0114_slt	3	0.69950002	0.98699999	[0.592118, 0.047589]	0	0	0	0
0	a	slt	B	arctic_a0114_slt	4	0.98699999	1.012	[0.047589]	0	0	0	0
2	strange	slt	B	arctic_a0114_slt	5	1.012	1.512	[0.047589, 0.528405]	1	0	0	1
2	chill	slt	B	arctic_a0114_slt	6	1.512	1.80575	[0.436556]	1	1	2	1
0	through	slt	B	arctic_a0114_slt	7	1.80575	2.0057499	[0.172077]	0	0	0	0
2	Philip	slt	B	arctic_a0114_slt	8	2.0057499	2.5120001	[0.186973, 0.409092]	1	0	2	2
0	.	slt	B	arctic_a0114_slt	9	2.5120001	0.0		0	0	0	0
0	.	rms	B	arctic_a0115_rms	0	0.0	0.061999999		0	0	0	0
0	He	rms	B	arctic_a0115_rms	1	0.061999999	0.23199999		0	0	0	0
0	had	rms	B	arctic_a0115_rms	2	0.23199999	0.412	[0.395899]	0	0	0	0
0	no	rms	B	arctic_a0115_rms	3	0.412	0.63200003	[0.808913]	1	0	0	0
2	excuse	rms	B	arctic_a0115_rms	4	0.63200003	1.262	[0.031923, 0.361889]	1	2	2	2
0	for	rms	B	arctic_a0115_rms	5	1.262	1.372	[0.048443]	0	0	0	0
0	the	rms	B	arctic_a0115_rms	6	1.372	1.462	[0.037183]	0	0	0	0
2	feelings	rms	B	arctic_a0115_rms	7	1.462	2.0220001	[0.037183, 0.805082, 0.063018]	1	1	1	1
0	which	rms	B	arctic_a0115_rms	8	2.0220001	2.2820001	[0.018567]	0	0	0	0
0	were	rms	B	arctic_a0115_rms	9	2.2820001	2.5320001		0	0	0	0
2	aroused	rms	B	arctic_a0115_rms	10	2.5320001	3.0320001	[0.069942, 0.644063]	1	1	2	2
0	in	rms	B	arctic_a0115_rms	11	3.0320001	3.2420001	[0.197877]	0	0	0	1
0	him	rms	B	arctic_a0115_rms	12	3.2420001	3.5320001	[0.213217]	1	0	2	1
0	.	rms	B	arctic_a0115_rms	13	3.5320001	0.0		0	0	0	0
0	.	slt	B	arctic_a0115_slt	0	0.0	0.13075		0	0	0	0
0	He	slt	B	arctic_a0115_slt	1	0.13075	0.287		0	0	1	0
0	had	slt	B	arctic_a0115_slt	2	0.287	0.48074999	[0.585626]	1	1	0	0
0	no	slt	B	arctic_a0115_slt	3	0.48074999	0.662	[0.501225]	0	0	0	2
2	excuse	slt	B	arctic_a0115_slt	4	0.662	1.1932499	[0.086835, 0.292141]	1	2	2	2
0	for	slt	B	arctic_a0115_slt	5	1.1932499	1.312	[0.004907]	0	0	0	0
0	the	slt	B	arctic_a0115_slt	6	1.312	1.4119999	[0.110215]	0	0	0	0
2	feelings	slt	B	arctic_a0115_slt	7	1.4119999	1.89325	[0.155871, 0.065299]	1	1	1	1
0	which	slt	B	arctic_a0115_slt	8	1.89325	2.0682499	[0.056269]	0	0	0	0
0	were	slt	B	arctic_a0115_slt	9	2.0682499	2.39325	[0.872941]	1	0	0	0
2	aroused	slt	B	arctic_a0115_slt	10	2.39325	2.76825	[0.19179, 0.9]	1	1	2	1
0	in	slt	B	arctic_a0115_slt	11	2.76825	2.8807499	[0.127224]	0	0	0	1
1	him	slt	B	arctic_a0115_slt	12	2.8807499	3.14325	[0.188531]	1	0	1	1
0	.	slt	B	arctic_a0115_slt	13	3.14325	0.0		0	0	0	0
0	.	rms	B	arctic_a0116_rms	0	0.0	0.102		0	0	0	0
0	Was	rms	B	arctic_a0116_rms	1	0.102	0.34200001		0	0	0	0
0	it	rms	B	arctic_a0116_rms	2	0.34200001	0.45199999	[0.138968]	0	0	0	0
0	the	rms	B	arctic_a0116_rms	3	0.45199999	0.51200002	[0.161996]	0	0	0	0
2	rendezvous	rms	B	arctic_a0116_rms	4	0.51200002	1.242	[0.161996, 0.772585, 0.233982, 0.94669]	2	2	3	2
0	of	rms	B	arctic_a0116_rms	5	1.242	1.472	[0.366427]	0	0	0	1
1	those	rms	B	arctic_a0116_rms	6	1.472	1.802	[0.780812]	1	0	0	1
0	who	rms	B	arctic_a0116_rms	7	1.802	1.872		0	0	0	1
0	were	rms	B	arctic_a0116_rms	8	1.872	1.992	[0.134013]	0	0	0	1
2	striving	rms	B	arctic_a0116_rms	9	1.992	2.5220001	[0.740275, 0.052102]	1	1	2	2
0	to	rms	B	arctic_a0116_rms	10	2.5220001	2.632	[0.020407]	0	0	0	0
1	work	rms	B	arctic_a0116_rms	11	2.632	2.9219999	[0.020407, 0.268023]	1	0	1	1
0	his	rms	B	arctic_a0116_rms	12	2.9219999	3.142	[0.093726]	0	0	0	1
2	ruin	rms	B	arctic_a0116_rms	13	3.142	3.562	[0.345641, 0.281784]	1	1	2	2
0	.	rms	B	arctic_a0116_rms	14	3.562	0.0		0	0	0	0
0	.	slt	B	arctic_a0116_slt	0	0.0	0.18700001		0	0	0	0
0	Was	slt	B	arctic_a0116_slt	1	0.18700001	0.38699999		0	0	0	0
0	it	slt	B	arctic_a0116_slt	2	0.38699999	0.4745	[0.201533]	0	0	0	0
0	the	slt	B	arctic_a0116_slt	3	0.4745	0.57450002	[0.282021]	0	0	0	0
2	rendezvous	slt	B	arctic_a0116_slt	4	0.57450002	1.2557499	[0.686904, 0.597756, 0.918654]	2	2	2	2
0	of	slt	B	arctic_a0116_slt	5	1.2557499	1.362	[0.221171]	0	0	0	0
1	those	slt	B	arctic_a0116_slt	6	1.362	1.71825	[0.91851]	1	1	1	0
0	who	slt	B	arctic_a0116_slt	7	1.71825	1.8182499	[0.070768]	0	0	0	0
0	were	slt	B	arctic_a0116_slt	8	1.8182499	1.96825	[0.14732]	0	0	0	0
2	striving	slt	B	arctic_a0116_slt	9	1.96825	2.40575	[0.620412, 0.170331]	1	1	2	0
0	to	slt	B	arctic_a0116_slt	10	2.40575	2.5057499	[0.040165]	0	0	0	0
1	work	slt	B	arctic_a0116_slt	11	2.5057499	2.76825	[0.040165, 0.233281]	1	0	0	0
0	his	slt	B	arctic_a0116_slt	12	2.76825	2.9182501	[0.032053]	0	0	0	0
2	ruin	slt	B	arctic_a0116_slt	13	2.9182501	3.33075	[0.523682, 0.137743]	1	1	2	0
0	.	slt	B	arctic_a0116_slt	14	3.33075	0.0		0	0	0	0
0	.	rms	B	arctic_a0117_rms	0	0.0	0.071999997		0	0	0	0
0	She	rms	B	arctic_a0117_rms	1	0.071999997	0.37200001		0	0	1	0
2	added	rms	B	arctic_a0117_rms	2	0.37200001	0.83200002	[1.275003, 0.584472]	1	2	2	3
0	with	rms	B	arctic_a0117_rms	3	0.83200002	1.072	[0.04487]	0	0	0	0
1	genuine	rms	B	arctic_a0117_rms	4	1.072	1.552	[0.270428, 0.03404, 0.389325]	2	0	0	2
2	sympathy	rms	B	arctic_a0117_rms	5	1.552	2.2119999	[0.431273, 0.159661, 0.386646]	2	2	3	2
0	in	rms	B	arctic_a0117_rms	6	2.2119999	2.342	[0.071122]	0	0	0	0
0	her	rms	B	arctic_a0117_rms	7	2.342	2.4519999	[0.104668]	0	0	0	0
2	face	rms	B	arctic_a0117_rms	8	2.4519999	2.822	[0.35613]	1	1	2	1
0	and	rms	B	arctic_a0117_rms	9	2.822	2.9719999	[0.084736]	0	0	0	0
2	voice	rms	B	arctic_a0117_rms	10	2.9719999	3.552	[0.530601]	1	1	2	1
0	.	rms	B	arctic_a0117_rms	11	3.552	0.0		0	0	0	0
0	.	slt	B	arctic_a0117_slt	0	0.0	0.14325		0	0	0	0
0	She	slt	B	arctic_a0117_slt	1	0.14325	0.42449999		0	0	0	0
2	added	slt	B	arctic_a0117_slt	2	0.42449999	0.83700001	[0.9, 0.54946]	1	2	2	2
0	.	slt	B	arctic_a0117_slt	3	0.83700001	1.0245		0	0	0	0
0	with	slt	B	arctic_a0117_slt	4	1.0245	1.16825	[0.06822]	0	0	0	0
0	genuine	slt	B	arctic_a0117_slt	5	1.16825	1.61825	[0.474184, 0.100761, 0.179121]	2	1	0	1
1	sympathy	slt	B	arctic_a0117_slt	6	1.61825	2.1057501	[0.13553, 0.193174, 0.529564]	1	1	1	1
0	in	slt	B	arctic_a0117_slt	7	2.1057501	2.1745	[0.135368]	0	0	0	0
0	her	slt	B	arctic_a0117_slt	8	2.1745	2.312	[0.164928]	0	0	0	0
1	face	slt	B	arctic_a0117_slt	9	2.312	2.6745	[0.555715]	1	1	2	1
0	and	slt	B	arctic_a0117_slt	10	2.6745	2.84325	[0.176024]	0	0	0	0
1	voice	slt	B	arctic_a0117_slt	11	2.84325	3.3182499	[0.630597]	1	1	2	1
0	.	slt	B	arctic_a0117_slt	12	3.3182499	0.0		0	0	0	0
0	.	rms	B	arctic_a0118_rms	0	0.0	0.082000002		0	0	0	0
1	Pierre	rms	B	arctic_a0118_rms	1	0.082000002	0.51200002	[0.555174]	0	1	0	2
2	obeys	rms	B	arctic_a0118_rms	2	0.51200002	1.002	[0.690447, 0.913685]	2	2	2	1
0	me	rms	B	arctic_a0118_rms	3	1.002	1.262	[0.367684]	0	0	0	1
0	when	rms	B	arctic_a0118_rms	4	1.262	1.502	[0.131856]	0	0	2	2
0	we	rms	B	arctic_a0118_rms	5	1.502	1.632	[0.207691]	1	0	0	0
0	are	rms	B	arctic_a0118_rms	6	1.632	1.732	[0.182339]	1	0	0	0
2	together	rms	B	arctic_a0118_rms	7	1.732	2.2520001	[0.077518, 0.544885, 0.277117]	1	0	2	1
0	.	rms	B	arctic_a0118_rms	8	2.2520001	0.0		0	0	0	0
0	.	slt	B	arctic_a0118_slt	0	0.0	0.18075		0	0	0	0
2	Pierre	slt	B	arctic_a0118_slt	1	0.18075	0.58700001	[0.488192]	0	2	1	1
2	obeys	slt	B	arctic_a0118_slt	2	0.58700001	0.98075002	[0.59017, 1.031736]	1	1	2	2
0	me	slt	B	arctic_a0118_slt	3	0.98075002	1.15575	[0.511995]	0	0	0	1
0	when	slt	B	arctic_a0118_slt	4	1.15575	1.35575	[0.135355]	0	0	0	0
0	we	slt	B	arctic_a0118_slt	5	1.35575	1.5057499	[0.32745]	1	0	0	0
0	are	slt	B	arctic_a0118_slt	6	1.5057499	1.6495	[0.185665]	0	1	0	0
2	together	slt	B	arctic_a0118_slt	7	1.6495	2.28075	[0.118656, 0.662742, 0.639606]	2	0	2	0
0	.	slt	B	arctic_a0118_slt	8	2.28075	0.0		0	0	0	0
0	.	rms	B	arctic_a0119_rms	0	0.0	0.102		0	0	0	0
2	Jeanne	rms	B	arctic_a0119_rms	1	0.102	0.51200002		0	1	2	3
0	was	rms	B	arctic_a0119_rms	2	0.51200002	0.68199998	[0.058949]	0	0	0	0
2	turning	rms	B	arctic_a0119_rms	3	0.68199998	1.022	[0.161146, 0.054391]	1	1	1	1
0	the	rms	B	arctic_a0119_rms	4	1.022	1.082	[0.302718]	0	0	0	0
2	bow	rms	B	arctic_a0119_rms	5	1.082	1.432	[0.302718, 0.894328]	1	2	1	1
2	shoreward	rms	B	arctic_a0119_rms	6	1.432	2.2119999	[0.454409, 0.372296]	1	0	3	2
0	.	rms	B	arctic_a0119_rms	7	2.2119999	0.0		0	0	0	0
0	.	slt	B	arctic_a0119_slt	0	0.0	0.0		0	0	0	0
0	.	slt	B	arctic_a0119_slt	1	0.0	0.18700001		0	0	0	0
1	Jeanne	slt	B	arctic_a0119_slt	2	0.18700001	0.50575		0	1	2	2
0	was	slt	B	arctic_a0119_slt	3	0.50575	0.73075002	[0.067074]	0	0	0	0
1	turning	slt	B	arctic_a0119_slt	4	0.73075002	1.09325	[0.244037, 0.413713]	1	1	1	1
0	the	slt	B	arctic_a0119_slt	5	1.09325	1.1495	[0.107429]	0	0	0	0
0	bow	slt	B	arctic_a0119_slt	6	1.1495	1.4495	[0.941531]	1	2	2	1
2	shoreward	slt	B	arctic_a0119_slt	7	1.4495	2.187	[0.280647, 0.37271]	1	0	2	1
0	.	slt	B	arctic_a0119_slt	8	2.187	0.0		0	0	0	0
0	.	rms	B	arctic_a0120_rms	0	0.0	0.102		0	0	0	0
0	My	rms	B	arctic_a0120_rms	1	0.102	0.27200001		0	0	0	0
1	right	rms	B	arctic_a0120_rms	2	0.27200001	0.53200001	[1.018797]	1	2	2	2
2	foot	rms	B	arctic_a0120_rms	3	0.53200001	0.93199998	[0.701079]	0	1	0	2
2	feels	rms	B	arctic_a0120_rms	4	0.93199998	1.372	[0.757738]	1	0	0	0
0	like	rms	B	arctic_a0120_rms	5	1.372	1.642	[0.212105]	0	0	0	0
0	that	rms	B	arctic_a0120_rms	6	1.642	1.902	[1.036064]	1	1	1	0
0	of	rms	B	arctic_a0120_rms	7	1.902	2.0320001	[0.12673]	0	0	0	0
0	a	rms	B	arctic_a0120_rms	8	2.0320001	2.092	[0.21013]	0	0	0	0
2	Chinese	rms	B	arctic_a0120_rms	9	2.092	2.612	[0.426489, 0.53743]	0	0	0	0
2	debutante	rms	B	arctic_a0120_rms	10	2.612	3.402	[0.655729, 0.045148, 0.482901]	2	2	2	0
0	.	rms	B	arctic_a0120_rms	11	3.402	0.0		0	0	0	0
0	.	slt	B	arctic_a0120_slt	0	0.0	0.0		0	0	0	0
0	.	slt	B	arctic_a0120_slt	1	0.0	0.19325		0	0	0	0
0	My	slt	B	arctic_a0120_slt	2	0.19325	0.37450001		0	0	0	0
1	right	slt	B	arctic_a0120_slt	3	0.37450001	0.65574998	[0.613298]	1	1	1	1
2	foot	slt	B	arctic_a0120_slt	4	0.65574998	0.94325	[0.782748]	1	2	2	1
0	feels	slt	B	arctic_a0120_slt	5	0.94325	1.2745	[0.221071]	0	0	0	1
0	like	slt	B	arctic_a0120_slt	6	1.2745	1.48075	[0.201751]	0	0	0	0
1	that	slt	B	arctic_a0120_slt	7	1.48075	1.6995	[0.900818]	1	1	0	0
0	of	slt	B	arctic_a0120_slt	8	1.6995	1.812	[0.119008]	0	0	0	0
0	a	slt	B	arctic_a0120_slt	9	1.812	1.8494999	[0.0921]	0	0	0	0
2	Chinese	slt	B	arctic_a0120_slt	10	1.8494999	2.362	[0.290565, 0.271075]	2	0	1	2
2	debutante	slt	B	arctic_a0120_slt	11	2.362	3.1182499	[0.203187, 0.057369, 0.634363]	1	0	2	1
0	.	slt	B	arctic_a0120_slt	12	3.1182499	0.0		0	0	0	0
0	.	rms	B	arctic_a0121_rms	0	0.0	0.082000002		0	0	0	0
0	They	rms	B	arctic_a0121_rms	1	0.082000002	0.42199999		0	0	0	0
0	ate	rms	B	arctic_a0121_rms	2	0.42199999	0.62199998	[0.918506]	1	2	2	0
2	dinner	rms	B	arctic_a0121_rms	3	0.62199998	0.96200001	[0.308225, 0.435952]	1	2	1	1
0	at	rms	B	arctic_a0121_rms	4	0.96200001	1.102	[0.138298]	0	0	0	0
0	the	rms	B	arctic_a0121_rms	5	1.102	1.1619999	[0.020082]	0	0	0	0
2	fifth	rms	B	arctic_a0121_rms	6	1.1619999	1.612	[0.020082, 0.351076]	1	1	3	3
0	and	rms	B	arctic_a0121_rms	7	1.612	1.852	[0.179823]	0	0	0	0
2	rested	rms	B	arctic_a0121_rms	8	1.852	2.2920001	[0.230438, 0.080262]	1	1	1	1
0	for	rms	B	arctic_a0121_rms	9	2.2920001	2.4219999	[0.013884]	0	0	0	0
1	two	rms	B	arctic_a0121_rms	10	2.4219999	2.6919999	[0.198251]	0	1	2	0
2	hours	rms	B	arctic_a0121_rms	11	2.6919999	3.2620001	[0.544874, 0.220642]	1	1	1	1
0	.	rms	B	arctic_a0121_rms	12	3.2620001	0.0		0	0	0	0
0	.	slt	B	arctic_a0121_slt	0	0.0	0.16824999		0	0	0	0
0	They	slt	B	arctic_a0121_slt	1	0.16824999	0.36199999		0	0	0	0
0	ate	slt	B	arctic_a0121_slt	2	0.36199999	0.59324998	[0.532928]	1	0	0	1
2	dinner	slt	B	arctic_a0121_slt	3	0.59324998	0.85575002	[0.130424, 0.546925]	1	1	1	2
0	at	slt	B	arctic_a0121_slt	4	0.85575002	0.93699998	[0.146627]	0	0	0	0
0	the	slt	B	arctic_a0121_slt	5	0.93699998	1.0245	[0.045918]	0	0	0	0
2	fifth	slt	B	arctic_a0121_slt	6	1.0245	1.5057499	[0.045918, 0.38907]	1	2	2	3
0	and	slt	B	arctic_a0121_slt	7	1.5057499	1.78075	[0.211547]	0	0	0	0
1	rested	slt	B	arctic_a0121_slt	8	1.78075	2.1370001	[0.270276, 0.119175]	1	0	0	1
0	for	slt	B	arctic_a0121_slt	9	2.1370001	2.28075	[0.035476]	0	0	0	0
1	two	slt	B	arctic_a0121_slt	10	2.28075	2.5682499	[0.275165]	0	1	0	1
2	hours	slt	B	arctic_a0121_slt	11	2.5682499	3.112	[0.9, 0.290128]	1	1	2	1
0	.	slt	B	arctic_a0121_slt	12	3.112	0.0		0	0	0	0
0	.	rms	B	arctic_a0122_rms	0	0.0	0.082000002		0	0	0	0
1	Two	rms	B	arctic_a0122_rms	1	0.082000002	0.252		0	1	3	0
2	years	rms	B	arctic_a0122_rms	2	0.252	0.61199999	[0.493813, 0.101467]	1	0	0	0
0	ago	rms	B	arctic_a0122_rms	3	0.61199999	1.022	[0.101467, 0.957287]	1	0	0	0
0	I	rms	B	arctic_a0122_rms	4	1.022	1.1619999	[0.9]	1	0	0	0
1	gave	rms	B	arctic_a0122_rms	5	1.1619999	1.462	[0.945236]	1	0	1	2
0	up	rms	B	arctic_a0122_rms	6	1.462	1.632	[0.473961]	0	0	0	1
2	civilization	rms	B	arctic_a0122_rms	7	1.632	2.5020001	[0.095695, 0.097591, 0.117964, 0.619842, 0.054843]	1	2	2	1
0	for	rms	B	arctic_a0122_rms	8	2.5020001	2.802	[0.412937]	0	1	0	0
1	this	rms	B	arctic_a0122_rms	9	2.802	3.2820001	[0.703908]	1	0	2	0
0	.	rms	B	arctic_a0122_rms	10	3.2820001	0.0		0	0	0	0
0	.	slt	B	arctic_a0122_slt	0	0.0	0.1745		0	0	0	0
1	Two	slt	B	arctic_a0122_slt	1	0.1745	0.43700001		0	2	0	2
2	years	slt	B	arctic_a0122_slt	2	0.43700001	0.76824999	[0.118593]	0	0	2	2
1	ago	slt	B	arctic_a0122_slt	3	0.76824999	1.04325	[0.113247, 0.751718]	1	0	0	1
0	I	slt	B	arctic_a0122_slt	4	1.04325	1.16825	[0.913103]	1	0	0	0
0	gave	slt	B	arctic_a0122_slt	5	1.16825	1.4119999	[0.245229]	0	0	0	0
0	up	slt	B	arctic_a0122_slt	6	1.4119999	1.54325	[0.468246]	1	0	0	0
2	civilization	slt	B	arctic_a0122_slt	7	1.54325	2.3870001	[0.164114, 0.118927, 0.087943, 0.498402, 0.043596]	1	2	1	2
0	for	slt	B	arctic_a0122_slt	8	2.3870001	2.5244999	[0.020969]	0	0	0	1
2	this	slt	B	arctic_a0122_slt	9	2.5244999	2.9495001	[0.416391]	1	0	2	1
0	.	slt	B	arctic_a0122_slt	10	2.9495001	0.0		0	0	0	0
0	.	rms	B	arctic_a0123_rms	0	0.0	0.071999997		0	0	0	0
0	She	rms	B	arctic_a0123_rms	1	0.071999997	0.352		0	0	0	0
0	had	rms	B	arctic_a0123_rms	2	0.352	0.51200002	[0.166944]	0	0	0	0
2	died	rms	B	arctic_a0123_rms	3	0.51200002	0.92199999	[1.261552]	1	2	2	1
0	from	rms	B	arctic_a0123_rms	4	0.92199999	1.1619999	[0.045182]	0	0	0	1
2	cold	rms	B	arctic_a0123_rms	5	1.1619999	1.622	[0.0921]	1	1	3	2
0	and	rms	B	arctic_a0123_rms	6	1.622	1.762	[0.112217]	1	0	0	0
2	starvation	rms	B	arctic_a0123_rms	7	1.762	2.5220001	[0.02482, 0.291227, 0.061461]	1	1	3	1
0	.	rms	B	arctic_a0123_rms	8	2.5220001	0.0		0	0	0	0
0	.	slt	B	arctic_a0123_slt	0	0.0	0.1495		0	0	0	0
0	She	slt	B	arctic_a0123_slt	1	0.1495	0.38699999		0	0	1	0
0	had	slt	B	arctic_a0123_slt	2	0.38699999	0.54325002	[0.183746]	0	0	0	0
2	died	slt	B	arctic_a0123_slt	3	0.54325002	0.91825002	[0.91417]	1	2	2	2
0	from	slt	B	arctic_a0123_slt	4	0.91825002	1.137	[0.0409]	0	0	0	0
2	cold	slt	B	arctic_a0123_slt	5	1.137	1.61825	[0.168461]	1	1	2	3
0	and	slt	B	arctic_a0123_slt	6	1.61825	1.7745	[0.090656]	0	0	0	0
2	starvation	slt	B	arctic_a0123_slt	7	1.7745	2.5745001	[0.094049, 0.250837, 0.08545]	1	1	2	2
0	.	slt	B	arctic_a0123_slt	8	2.5745001	0.0		0	0	0	0
0	.	rms	B	arctic_a0124_rms	0	0.0	0.102		0	0	0	0
0	It	rms	B	arctic_a0124_rms	1	0.102	0.23199999		0	0	0	0
0	was	rms	B	arctic_a0124_rms	2	0.23199999	0.472	[0.114978]	0	0	0	0
2	Jeanne	rms	B	arctic_a0124_rms	3	0.472	0.86199999	[1.193051]	1	2	2	2
0	singing	rms	B	arctic_a0124_rms	4	0.86199999	1.392	[0.470014, 0.040093]	1	1	1	2
2	softly	rms	B	arctic_a0124_rms	5	1.392	1.992	[0.861913, 0.167213]	1	1	2	1
0	over	rms	B	arctic_a0124_rms	6	1.992	2.2320001	[0.310963, 0.203946]	1	0	0	0
2	beyond	rms	B	arctic_a0124_rms	7	2.2320001	2.7119999	[0.286143, 0.803412]	1	1	1	1
0	the	rms	B	arctic_a0124_rms	8	2.7119999	2.812	[0.223635]	0	0	0	0
2	rocks	rms	B	arctic_a0124_rms	9	2.812	3.4419999	[0.223635, 0.643965]	1	1	2	1
0	.	rms	B	arctic_a0124_rms	10	3.4419999	0.0		0	0	0	0
0	.	slt	B	arctic_a0124_slt	0	0.0	0.19949999		0	0	0	0
0	It	slt	B	arctic_a0124_slt	1	0.19949999	0.33700001		0	0	0	0
0	was	slt	B	arctic_a0124_slt	2	0.33700001	0.55575001	[0.101932]	0	0	0	0
2	Jeanne	slt	B	arctic_a0124_slt	3	0.55575001	0.96200001	[0.833621]	1	1	1	2
0	singing	slt	B	arctic_a0124_slt	4	0.96200001	1.34325	[0.117512, 0.330558]	0	0	2	1
2	softly	slt	B	arctic_a0124_slt	5	1.34325	1.9495	[0.906042, 0.537484]	1	2	3	1
0	over	slt	B	arctic_a0124_slt	6	1.9495	2.1807499	[0.229394, 0.154822]	0	0	0	0
2	beyond	slt	B	arctic_a0124_slt	7	2.1807499	2.5869999	[0.305488, 0.46827]	1	1	1	1
0	the	slt	B	arctic_a0124_slt	8	2.5869999	2.6619999	[0.144417]	0	0	0	1
2	rocks	slt	B	arctic_a0124_slt	9	2.6619999	3.26825	[0.613032]	1	1	2	2
0	.	slt	B	arctic_a0124_slt	10	3.26825	0.0		0	0	0	0
0	.	rms	B	arctic_a0125_rms	0	0.0	0.061999999		0	0	0	0
0	He	rms	B	arctic_a0125_rms	1	0.061999999	0.242		0	0	0	0
0	was	rms	B	arctic_a0125_rms	2	0.242	0.472	[0.293689]	0	0	0	0
2	determined	rms	B	arctic_a0125_rms	3	0.472	1.192	[0.446419, 1.015704, 0.169593]	1	2	3	3
1	now	rms	B	arctic_a0125_rms	4	1.192	1.572	[0.95561]	1	1	0	1
0	to	rms	B	arctic_a0125_rms	5	1.572	1.752	[0.105224]	0	0	0	0
2	maintain	rms	B	arctic_a0125_rms	6	1.752	2.322	[0.489271, 0.710336]	1	0	2	2
0	a	rms	B	arctic_a0125_rms	7	2.322	2.362	[0.059274]	0	0	0	0
0	more	rms	B	arctic_a0125_rms	8	2.362	2.632	[0.059274, 0.616751]	1	0	0	0
2	certain	rms	B	arctic_a0125_rms	9	2.632	3.112	[0.887001, 0.010076]	1	1	2	2
2	hold	rms	B	arctic_a0125_rms	10	3.112	3.5220001	[0.090513]	0	1	3	1
0	upon	rms	B	arctic_a0125_rms	11	3.5220001	3.892	[0.162495, 0.782937]	1	0	0	1
1	himself	rms	B	arctic_a0125_rms	12	3.892	4.6020002	[0.100678, 0.250663]	1	1	2	1
0	.	rms	B	arctic_a0125_rms	13	4.6020002	0.0		0	0	0	0
0	.	slt	B	arctic_a0125_slt	0	0.0	0.0		0	0	0	0
0	.	slt	B	arctic_a0125_slt	1	0.0	0.13075		0	0	0	0
0	He	slt	B	arctic_a0125_slt	2	0.13075	0.29324999		0	0	0	0
0	was	slt	B	arctic_a0125_slt	3	0.29324999	0.537	[0.199188]	0	0	0	0
2	determined	slt	B	arctic_a0125_slt	4	0.537	1.062	[0.31679, 0.652669, 0.099171]	1	2	1	2
0	now	slt	B	arctic_a0125_slt	5	1.062	1.39325	[0.934731]	1	0	0	0
0	to	slt	B	arctic_a0125_slt	6	1.39325	1.5495	[0.048412]	0	0	0	0
2	maintain	slt	B	arctic_a0125_slt	7	1.5495	2.01825	[0.048412, 0.177242, 0.833121]	1	0	0	1
0	a	slt	B	arctic_a0125_slt	8	2.01825	2.0557499	[0.14774]	0	0	0	0
0	more	slt	B	arctic_a0125_slt	9	2.0557499	2.33075	[0.463532]	1	0	0	0
2	certain	slt	B	arctic_a0125_slt	10	2.33075	2.7432499	[0.502642, 0.1115]	1	1	1	2
2	hold	slt	B	arctic_a0125_slt	11	2.7432499	3.0869999	[0.066025]	0	0	2	2
0	upon	slt	B	arctic_a0125_slt	12	3.0869999	3.40575	[0.154545, 0.575809]	1	0	0	1
2	himself	slt	B	arctic_a0125_slt	13	3.40575	3.9932499	[0.046602, 0.197899]	1	0	1	1
0	.	slt	B	arctic_a0125_slt	14	3.9932499	0.0		0	0	0	0
0	.	rms	B	arctic_a0126_rms	0	0.0	0.102		0	0	0	0
