todd	word	voice	batch	file	interval_no	onset	offset	tag1	tagger	mallory	joe	david
2	head	rms	A	arctic_a0013_rms	4	0.43200001	0.62199998	[1.148267]	1	0	1	2
1	shorter	rms	A	arctic_a0013_rms	5	0.62199998	1.012	[0.693817, 0.9]	1	0	1	2
0	than	rms	A	arctic_a0013_rms	6	1.012	1.202	[0.176291]	0	0	0	0
0	his	rms	A	arctic_a0013_rms	7	1.202	1.362	[0.269767]	1	0	0	0
0	companion	rms	A	arctic_a0013_rms	8	1.362	2.072	[0.06314, 0.996447, 0.217398]	1	1	1	2
0	of	rms	A	arctic_a0013_rms	9	2.072	2.2520001	[0.117407]	0	0	0	0
0	almost	rms	A	arctic_a0013_rms	10	2.2520001	2.592	[0.721403, 0.41093]	1	0	0	0
1	delicate	rms	A	arctic_a0013_rms	11	2.592	2.9920001	[0.328174, 0.036765, 0.145284]	0	1	1	1
2	physique	rms	A	arctic_a0013_rms	12	2.9920001	3.5020001	[0.20759, 0.558417]	1	1	0	2
0	.	rms	A	arctic_a0013_rms	13	3.5020001	0.0		0	0	0	0
0	.	slt	A	arctic_a0013_slt	0	0.0	0.14325		0	0	0	0
0	He	slt	A	arctic_a0013_slt	1	0.14325	0.25575	[0.6642]	1	0	0	0
0	was	slt	A	arctic_a0013_slt	2	0.25575	0.43700001	[0.222365]	0	0	0	0
0	a	slt	A	arctic_a0013_slt	3	0.43700001	0.48699999	[0.283176]	0	0	0	0
2	head	slt	A	arctic_a0013_slt	4	0.48699999	0.70574999	[0.844548]	1	1	1	1
0	shorter	slt	A	arctic_a0013_slt	5	0.70574999	1.0745	[0.754044, 0.67936]	1	1	1	2
0	than	slt	A	arctic_a0013_slt	6	1.0745	1.237	[0.385271]	0	0	0	0
0	his	slt	A	arctic_a0013_slt	7	1.237	1.35575	[0.197223]	0	0	0	0
1	companion	slt	A	arctic_a0013_slt	8	1.35575	1.9744999	[0.137558, 1.029771, 0.277482]	1	2	1	2
0	.	slt	A	arctic_a0013_slt	9	1.9744999	2.09325		0	0	0	0
0	of	slt	A	arctic_a0013_slt	10	2.09325	2.1745	[0.09756]	0	0	0	0
0	almost	slt	A	arctic_a0013_slt	11	2.1745	2.5557499	[0.9, 0.436877]	1	0	0	0
2	delicate	slt	A	arctic_a0013_slt	12	2.5557499	2.937	[0.835004, 0.156645, 0.413656]	1	0	0	2
1	physique	slt	A	arctic_a0013_slt	13	2.937	3.46825	[0.289181, 1.024644]	1	0	0	2
0	.	slt	A	arctic_a0013_slt	14	3.46825	0.0		0	0	0	0
0	.	rms	A	arctic_a0014_rms	0	0.0	0.102		0	0	0	0
2	Now	rms	A	arctic_a0014_rms	1	0.102	0.382	[0.9]	1	2	1	1
0	youre	rms	A	arctic_a0014_rms	2	0.382	0.542	[0.042874]	0	0	0	0
0	coming	rms	A	arctic_a0014_rms	3	0.542	0.89200002	[0.045571, 0.06088]	0	0	0	0
0	down	rms	A	arctic_a0014_rms	4	0.89200002	1.1619999	[0.414319]	1	0	1	1
0	to	rms	A	arctic_a0014_rms	5	1.1619999	1.252	[0.010833]	0	0	0	0
0	business	rms	A	arctic_a0014_rms	6	1.252	1.7920001	[0.010833, 0.221553, 0.095103]	1	0	1	2
1	Phil	rms	A	arctic_a0014_rms	7	1.7920001	2.1719999	[0.173073]	1	1	0	1
0	he	rms	A	arctic_a0014_rms	8	2.1719999	2.372		0	0	0	0
0	exclaimed	rms	A	arctic_a0014_rms	9	2.372	3.092	[0.069451, 0.120045]	1	0	1	2
0	.	rms	A	arctic_a0014_rms	10	3.092	0.0		0	0	0	0
0	.	slt	A	arctic_a0014_slt	0	0.0	0.19949999		0	0	0	0
1	Now	slt	A	arctic_a0014_slt	1	0.19949999	0.40575001	[1.270509]	1	1	1	0
0	youre	slt	A	arctic_a0014_slt	2	0.40575001	0.56199998	[0.117084]	0	0	0	0
1	coming	slt	A	arctic_a0014_slt	3	0.56199998	0.90574998	[0.196881, 0.09848]	1	1	0	0
0	down	slt	A	arctic_a0014_slt	4	0.90574998	1.11825	[0.498027]	1	0	0	0
0	to	slt	A	arctic_a0014_slt	5	1.11825	1.1995	[0.068947]	0	0	0	0
2	business	slt	A	arctic_a0014_slt	6	1.1995	1.6495	[0.416404, 0.153926]	1	0	1	2
2	Phil	slt	A	arctic_a0014_slt	7	1.6495	1.96825	[0.258215]	1	0	1	1
0	he	slt	A	arctic_a0014_slt	8	1.96825	2.1182499	[0.118357]	0	0	0	0
1	exclaimed	slt	A	arctic_a0014_slt	9	2.1182499	2.7620001	[0.040085, 0.179891]	1	0	1	2
0	.	slt	A	arctic_a0014_slt	10	2.7620001	0.0		0	0	0	0
0	.	rms	A	arctic_a0015_rms	0	0.0	0.102		0	0	0	0
0	It's	rms	A	arctic_a0015_rms	1	0.102	0.31200001	[0.375373]	0	2	0	0
0	the	rms	A	arctic_a0015_rms	2	0.31200001	0.49200001	[0.693185]	1	0	0	0
2	aurora	rms	A	arctic_a0015_rms	3	0.49200001	0.89200002	[0.783524, 0.704203, 0.416661]	1	1	1	2
2	borealis	rms	A	arctic_a0015_rms	4	0.89200002	1.7920001	[0.416661, 0.273867, 0.349563, 0.9, 0.091165]	1	1	1	2
0	.	rms	A	arctic_a0015_rms	5	1.7920001	0.0		0	0	0	0
0	.	slt	A	arctic_a0015_slt	0	0.0	0.19949999		0	0	0	0
0	It's	slt	A	arctic_a0015_slt	1	0.19949999	0.41824999	[0.719454]	1	1	1	0
0	the	slt	A	arctic_a0015_slt	2	0.41824999	0.53074998	[0.247184]	0	0	0	0
2	aurora	slt	A	arctic_a0015_slt	3	0.53074998	0.96200001	[0.316283, 1.043487, 0.078293]	1	2	1	2
2	borealis	slt	A	arctic_a0015_slt	4	0.96200001	1.7869999	[0.078293, 0.371737, 0.211104, 0.680949, 0.116645]	1	2	1	2
0	.	slt	A	arctic_a0015_slt	5	1.7869999	0.0		0	0	0	0
0	.	rms	A	arctic_a0016_rms	0	0.0	0.102		0	0	0	0
0	There's	rms	A	arctic_a0016_rms	1	0.102	0.49200001	[0.920853]	1	0	1	0
1	Fort	rms	A	arctic_a0016_rms	2	0.49200001	0.71200001	[0.289821]	0	1	1	0
2	Churchill	rms	A	arctic_a0016_rms	3	0.71200001	1.212	[0.667662, 0.017333]	1	1	1	2
0	a	rms	A	arctic_a0016_rms	4	1.212	1.312		0	0	0	0
2	rifle	rms	A	arctic_a0016_rms	5	1.312	1.802	[0.118447, 0.62527, 0.011652]	1	1	0	1
1	shot	rms	A	arctic_a0016_rms	6	1.802	2.062	[0.692131]	1	0	0	0
0	beyond	rms	A	arctic_a0016_rms	7	2.062	2.5120001	[0.57424, 0.936789]	1	0	1	1
0	the	rms	A	arctic_a0016_rms	8	2.5120001	2.622	[0.123805]	0	0	0	0
2	ridge	rms	A	arctic_a0016_rms	9	2.622	3.062	[0.123805, 0.496851]	1	0	0	1
2	asleep	rms	A	arctic_a0016_rms	10	3.062	3.602	[0.141871, 0.444562]	1	2	1	2
0	.	rms	A	arctic_a0016_rms	11	3.602	0.0		0	0	0	0
0	.	slt	A	arctic_a0016_slt	0	0.0	0.1745		0	0	0	0
0	There's	slt	A	arctic_a0016_slt	1	0.1745	0.45574999	[0.481151]	1	0	0	0
1	Fort	slt	A	arctic_a0016_slt	2	0.45574999	0.68075001	[0.272348]	0	1	1	0
2	Churchill	slt	A	arctic_a0016_slt	3	0.68075001	1.212	[0.397846, 0.185424]	1	1	1	2
0	.	slt	A	arctic_a0016_slt	4	1.212	1.362		0	0	0	0
0	a	slt	A	arctic_a0016_slt	5	1.362	1.3995	[0.070417]	0	0	0	0
1	rifle	slt	A	arctic_a0016_slt	6	1.3995	1.74325	[1.005931, 0.038307]	1	0	1	0
0	shot	slt	A	arctic_a0016_slt	7	1.74325	1.99325	[0.988425]	1	0	1	0
0	beyond	slt	A	arctic_a0016_slt	8	1.99325	2.3182499	[0.17412, 0.477504]	1	0	0	0
0	the	slt	A	arctic_a0016_slt	9	2.3182499	2.3745	[0.320068]	0	0	0	0
2	ridge	slt	A	arctic_a0016_slt	10	2.3745	2.812	[0.541091]	1	0	1	2
0	.	slt	A	arctic_a0016_slt	11	2.812	2.9995		0	0	0	0
1	asleep	slt	A	arctic_a0016_slt	12	2.9995	3.5432501	[0.056099, 0.322267]	1	1	0	2
0	.	slt	A	arctic_a0016_slt	13	3.5432501	0.0		0	0	0	0
0	.	rms	A	arctic_a0017_rms	0	0.0	0.071999997		0	0	0	0
0	From	rms	A	arctic_a0017_rms	1	0.071999997	0.36199999	[0.044902]	0	0	0	0
2	that	rms	A	arctic_a0017_rms	2	0.36199999	0.50199997	[1.028955]	1	0	1	0
0	moment	rms	A	arctic_a0017_rms	3	0.50199997	0.95200002	[0.66447, 0.107605]	0	0	1	1
0	his	rms	A	arctic_a0017_rms	4	0.95200002	1.1619999	[0.093808]	0	0	0	0
0	friendship	rms	A	arctic_a0017_rms	5	1.1619999	1.642	[0.061246, 0.137533]	1	2	1	1
0	for	rms	A	arctic_a0017_rms	6	1.642	1.822	[0.089964]	0	0	0	0
0	Belize	rms	A	arctic_a0017_rms	7	1.822	2.342	[0.671609, 0.378856]	1	1	1	2
0	turns	rms	A	arctic_a0017_rms	8	2.342	2.7420001	[0.23439]	1	0	0	0
0	to	rms	A	arctic_a0017_rms	9	2.7420001	2.882	[0.12428]	0	0	0	0
2	hatred	rms	A	arctic_a0017_rms	10	2.882	3.332	[0.379595, 0.02577]	1	1	0	1
0	and	rms	A	arctic_a0017_rms	11	3.332	3.5020001	[0.234616]	0	0	0	0
2	jealousy	rms	A	arctic_a0017_rms	12	3.5020001	4.072	[0.323167, 0.026612, 0.178081]	1	1	0	1
0	.	rms	A	arctic_a0017_rms	13	4.072	0.0		0	0	0	0
0	.	slt	A	arctic_a0017_slt	0	0.0	0.15575001		0	0	0	0
0	From	slt	A	arctic_a0017_slt	1	0.15575001	0.33700001	[0.136459]	0	0	0	0
2	that	slt	A	arctic_a0017_slt	2	0.33700001	0.51200002	[1.159165]	1	0	1	2
0	moment	slt	A	arctic_a0017_slt	3	0.51200002	0.93699998	[0.344873, 0.133588]	0	0	1	1
0	his	slt	A	arctic_a0017_slt	4	0.93699998	1.137	[0.049826]	0	0	0	0
0	friendship	slt	A	arctic_a0017_slt	5	1.137	1.61825	[0.154239, 0.235041]	1	1	1	2
0	for	slt	A	arctic_a0017_slt	6	1.61825	1.79325	[0.056517]	0	0	0	0
1	Belize	slt	A	arctic_a0017_slt	7	1.79325	2.2995	[0.153591, 0.372909]	1	0	1	2
0	turns	slt	A	arctic_a0017_slt	8	2.2995	2.6245	[0.104147]	0	0	0	0
0	to	slt	A	arctic_a0017_slt	9	2.6245	2.687	[0.060139]	0	0	0	0
1	hatred	slt	A	arctic_a0017_slt	10	2.687	3.0869999	[0.231007, 0.094396]	1	1	0	2
0	and	slt	A	arctic_a0017_slt	11	3.0869999	3.2557499	[0.416451]	1	0	0	0
1	jealousy	slt	A	arctic_a0017_slt	12	3.2557499	3.89325	[0.182715, 0.047998, 0.246264]	1	1	0	2
0	.	slt	A	arctic_a0017_slt	13	3.89325	0.0		0	0	0	0
0	.	rms	A	arctic_a0018_rms	0	0.0	0.092		0	0	0	0
0	There	rms	A	arctic_a0018_rms	1	0.092	0.292	[0.257891]	1	0	0	0
0	was	rms	A	arctic_a0018_rms	2	0.292	0.48199999	[0.117724]	0	0	0	0
0	a	rms	A	arctic_a0018_rms	3	0.48199999	0.52200001	[0.281417]	0	0	0	0
2	change	rms	A	arctic_a0018_rms	4	0.52200001	1.092	[1.091438]	1	2	2	2
0	now	rms	A	arctic_a0018_rms	5	1.092	1.432	[0.519159]	1	0	0	1
0	.	rms	A	arctic_a0018_rms	6	1.432	0.0		0	0	0	0
0	.	slt	A	arctic_a0018_slt	0	0.0	0.16824999		0	0	0	0
0	There	slt	A	arctic_a0018_slt	1	0.16824999	0.28075001	[0.391571]	1	0	0	0
0	was	slt	A	arctic_a0018_slt	2	0.28075001	0.48699999	[0.16744]	0	0	0	0
0	a	slt	A	arctic_a0018_slt	3	0.48699999	0.52450001	[0.110239]	0	0	0	0
2	change	slt	A	arctic_a0018_slt	4	0.52450001	1.01825	[0.577233]	1	1	2	2
0	now	slt	A	arctic_a0018_slt	5	1.01825	1.36825	[0.92017]	1	0	0	1
0	.	slt	A	arctic_a0018_slt	6	1.36825	0.0		0	0	0	0
0	.	rms	A	arctic_a0019_rms	0	0.0	0.102		0	0	0	0
0	I	rms	A	arctic_a0019_rms	1	0.102	0.20200001	[0.390187]	1	0	0	0
0	followed	rms	A	arctic_a0019_rms	2	0.20200001	0.64200002	[0.339142, 0.392751]	1	1	1	1
0	the	rms	A	arctic_a0019_rms	3	0.64200002	0.70200002	[0.021347]	0	0	0	0
2	line	rms	A	arctic_a0019_rms	4	0.70200002	1.222	[0.021347, 1.106988]	1	2	1	2
0	of	rms	A	arctic_a0019_rms	5	1.222	1.372	[0.081944]	0	0	0	0
0	the	rms	A	arctic_a0019_rms	6	1.372	1.442	[0.047295]	0	0	0	0
2	proposed	rms	A	arctic_a0019_rms	7	1.442	1.952	[0.047295, 0.009896, 0.432469]	1	1	1	1
2	railroad	rms	A	arctic_a0019_rms	8	1.952	2.642	[0.31931, 0.193597]	1	2	1	2
0	looking	rms	A	arctic_a0019_rms	9	2.642	2.9920001	[0.069868, 0.016952]	0	0	0	1
0	for	rms	A	arctic_a0019_rms	10	2.9920001	3.112	[0.017581]	0	0	0	0
1	chances	rms	A	arctic_a0019_rms	11	3.112	3.7520001	[0.151783, 0.06667]	1	0	0	2
0	.	rms	A	arctic_a0019_rms	12	3.7520001	0.0		0	0	0	0
0	.	slt	A	arctic_a0019_slt	0	0.0	0.0		0	0	0	0
0	.	slt	A	arctic_a0019_slt	1	0.0	0.20575		0	0	0	0
0	I	slt	A	arctic_a0019_slt	2	0.20575	0.29324999	[0.447955]	0	0	0	0
0	followed	slt	A	arctic_a0019_slt	3	0.29324999	0.68699998	[0.575599, 0.305486]	1	1	1	0
0	the	slt	A	arctic_a0019_slt	4	0.68699998	0.74325001	[0.11942]	0	0	0	0
2	line	slt	A	arctic_a0019_slt	5	0.74325001	1.11825	[0.903024]	1	0	1	2
0	of	slt	A	arctic_a0019_slt	6	1.11825	1.21825	[0.064025]	0	0	0	0
0	the	slt	A	arctic_a0019_slt	7	1.21825	1.28075	[0.230472]	1	0	0	0
2	proposed	slt	A	arctic_a0019_slt	8	1.28075	1.74325	[0.230472, 0.006629, 0.366464]	1	2	0	1
2	railroad	slt	A	arctic_a0019_slt	9	1.74325	2.34325	[0.157666, 0.333827]	1	0	1	2
0	looking	slt	A	arctic_a0019_slt	10	2.34325	2.6307499	[0.018703, 0.017672]	0	0	0	0
0	for	slt	A	arctic_a0019_slt	11	2.6307499	2.7432499	[0.012609]	0	0	0	0
0	chances	slt	A	arctic_a0019_slt	12	2.7432499	3.4432499	[0.277355, 0.140337]	1	0	0	2
0	.	slt	A	arctic_a0019_slt	13	3.4432499	0.0		0	0	0	0
0	.	rms	A	arctic_a0020_rms	0	0.0	0.032000002		0	0	0	0
2	Clubs	rms	A	arctic_a0020_rms	1	0.032000002	0.49200001	[0.559398]	1	1	1	2
0	and	rms	A	arctic_a0020_rms	2	0.49200001	0.62199998	[0.144343]	0	0	0	0
2	balls	rms	A	arctic_a0020_rms	3	0.62199998	1.102	[0.909466]	1	1	1	2
0	and	rms	A	arctic_a0020_rms	4	1.102	1.192	[0.0176]	0	0	0	0
2	cities	rms	A	arctic_a0020_rms	5	1.192	1.692	[0.127566, 0.268032]	1	1	1	2
0	grew	rms	A	arctic_a0020_rms	6	1.692	1.902	[0.256938]	1	0	0	0
0	to	rms	A	arctic_a0020_rms	7	1.902	2.0420001	[0.011033]	0	0	0	0
0	be	rms	A	arctic_a0020_rms	8	2.0420001	2.2320001	[0.011033, 0.221211]	0	0	0	0
1	only	rms	A	arctic_a0020_rms	9	2.2320001	2.4820001	[0.360368, 0.102683]	1	0	1	1
2	memories	rms	A	arctic_a0020_rms	10	2.4820001	3.112	[0.177087, 0.25146, 0.046612]	1	1	1	2
0	.	rms	A	arctic_a0020_rms	11	3.112	0.0		0	0	0	0
0	.	slt	A	arctic_a0020_slt	0	0.0	0.086999997		0	0	0	0
2	Clubs	slt	A	arctic_a0020_slt	1	0.086999997	0.54325002	[1.108647]	1	1	2	2
0	and	slt	A	arctic_a0020_slt	2	0.54325002	0.69325	[0.070401]	0	0	0	0
2	balls	slt	A	arctic_a0020_slt	3	0.69325	1.09325	[1.057806, 0.022165]	1	1	2	2
0	and	slt	A	arctic_a0020_slt	4	1.09325	1.1995	[0.022165]	0	0	0	0
2	cities	slt	A	arctic_a0020_slt	5	1.1995	1.65575	[0.311668, 0.216839]	1	1	2	2
0	grew	slt	A	arctic_a0020_slt	6	1.65575	1.8807499	[0.180216]	1	0	0	1
0	to	slt	A	arctic_a0020_slt	7	1.8807499	2.0057499	[0.025569]	0	0	0	0
0	be	slt	A	arctic_a0020_slt	8	2.0057499	2.1619999	[0.243081]	1	0	0	0
0	only	slt	A	arctic_a0020_slt	9	2.1619999	2.40575	[0.213484, 0.055531]	1	0	1	1
1	memories	slt	A	arctic_a0020_slt	10	2.40575	3.0495	[0.100823, 0.157904, 0.0771]	1	0	0	2
0	.	slt	A	arctic_a0020_slt	11	3.0495	0.0		0	0	0	0
0	.	rms	A	arctic_a0021_rms	0	0.0	0.122		0	0	0	0
0	It	rms	A	arctic_a0021_rms	1	0.122	0.26199999	[0.449742]	1	0	0	0
1	fairly	rms	A	arctic_a0021_rms	2	0.26199999	0.56199998	[0.05097, 0.35101]	0	0	1	0
2	clubbed	rms	A	arctic_a0021_rms	3	0.56199998	0.95200002	[0.35101, 0.775002]	1	2	2	2
0	me	rms	A	arctic_a0021_rms	4	0.95200002	1.272		0	0	1	1
0	into	rms	A	arctic_a0021_rms	5	1.272	1.522	[0.309982, 0.030751]	0	0	0	0
0	recognizing	rms	A	arctic_a0021_rms	6	1.522	2.332	[0.030751, 0.353349, 0.147261, 0.418449, 0.140959]	1	0	1	2
0	it	rms	A	arctic_a0021_rms	7	2.332	2.572	[0.593031]	1	2	0	1
0	.	rms	A	arctic_a0021_rms	8	2.572	0.0		0	0	0	0
0	.	slt	A	arctic_a0021_slt	0	0.0	0.20575		0	0	0	0
0	It	slt	A	arctic_a0021_slt	1	0.20575	0.31200001	[0.570019]	0	0	0	0
2	fairly	slt	A	arctic_a0021_slt	2	0.31200001	0.71824998	[0.7009, 0.423713]	1	0	1	0
1	clubbed	slt	A	arctic_a0021_slt	3	0.71824998	1.08075	[1.14717]	1	2	2	2
0	me	slt	A	arctic_a0021_slt	4	1.08075	1.2745	[0.440909]	0	0	1	0
0	into	slt	A	arctic_a0021_slt	5	1.2745	1.487	[0.230834, 0.105553]	0	0	0	0
0	recognizing	slt	A	arctic_a0021_slt	6	1.487	2.1995001	[0.512777, 0.012454, 0.46196, 0.090105]	1	0	1	2
0	it	slt	A	arctic_a0021_slt	7	2.1995001	2.3494999	[0.215887]	1	0	0	0
0	.	slt	A	arctic_a0021_slt	8	2.3494999	0.0		0	0	0	0
0	.	rms	A	arctic_a0022_rms	0	0.0	0.092		0	0	0	0
0	Hardly	rms	A	arctic_a0022_rms	1	0.092	0.48199999	[0.349096, 0.17853]	1	2	1	1
0	were	rms	A	arctic_a0022_rms	2	0.48199999	0.75199997	[0.17853, 0.724176]	1	0	0	0
0	our	rms	A	arctic_a0022_rms	3	0.75199997	0.94199997	[0.292602]	0	0	1	0
0	plans	rms	A	arctic_a0022_rms	4	0.94199997	1.402	[0.388952]	1	0	1	2
0	made	rms	A	arctic_a0022_rms	5	1.402	1.612	[0.330101]	0	0	0	0
2	public	rms	A	arctic_a0022_rms	6	1.612	2.0320001	[0.424689, 0.026076]	1	0	1	2
0	before	rms	A	arctic_a0022_rms	7	2.0320001	2.382	[0.117937, 0.205327]	1	0	0	0
0	we	rms	A	arctic_a0022_rms	8	2.382	2.5020001	[0.151476]	0	0	0	0
0	were	rms	A	arctic_a0022_rms	9	2.5020001	2.612	[0.399566]	1	0	0	0
0	met	rms	A	arctic_a0022_rms	10	2.612	2.862	[0.346968]	0	0	1	2
0	by	rms	A	arctic_a0022_rms	11	2.862	3.092	[0.437744]	1	0	0	0
2	powerful	rms	A	arctic_a0022_rms	12	3.092	3.6719999	[0.397727, 0.160212, 0.01335]	1	1	1	2
1	opposition	rms	A	arctic_a0022_rms	13	3.6719999	4.3920002	[0.311461, 0.192269, 0.241973, 0.104469]	1	1	1	2
0	.	rms	A	arctic_a0022_rms	14	4.3920002	0.0		0	0	0	0
0	.	slt	A	arctic_a0022_slt	0	0.0	0.16824999		0	0	0	0
2	Hardly	slt	A	arctic_a0022_slt	1	0.16824999	0.59324998	[0.333116, 0.908964]	1	0	1	1
0	were	slt	A	arctic_a0022_slt	2	0.59324998	0.82450002	[0.9, 0.148672]	1	0	0	0
0	our	slt	A	arctic_a0022_slt	3	0.82450002	0.86825001	[0.148672, 0.138047]	0	0	0	0
0	plans	slt	A	arctic_a0022_slt	4	0.86825001	1.26825	[0.138047, 0.423766]	0	0	1	1
0	made	slt	A	arctic_a0022_slt	5	1.26825	1.49325	[0.729901]	1	0	0	0
0	public	slt	A	arctic_a0022_slt	6	1.49325	1.90575	[0.438961, 0.12837]	0	2	2	2
0	before	slt	A	arctic_a0022_slt	7	1.90575	2.2432499	[0.074201, 0.269341]	1	0	0	1
0	we	slt	A	arctic_a0022_slt	8	2.2432499	2.3807499	[0.168097]	0	0	0	0
0	were	slt	A	arctic_a0022_slt	9	2.3807499	2.53075	[0.234678]	0	0	0	0
0	met	slt	A	arctic_a0022_slt	10	2.53075	2.7432499	[0.790557]	1	0	0	1
0	by	slt	A	arctic_a0022_slt	11	2.7432499	2.937	[0.388527]	0	0	0	0
0	powerful	slt	A	arctic_a0022_slt	12	2.937	3.4119999	[1.058607, 0.338463, 0.057548]	1	1	0	2
0	opposition	slt	A	arctic_a0022_slt	13	3.4119999	4.1182499	[0.914438, 0.037665, 0.101623, 0.095309]	1	1	0	1
0	.	slt	A	arctic_a0022_slt	14	4.1182499	0.0		0	0	0	0
0	.	rms	A	arctic_a0023_rms	0	0.0	0.102		0	0	0	0
0	A	rms	A	arctic_a0023_rms	1	0.102	0.17200001	[0.094745]	0	0	0	0
0	combination	rms	A	arctic_a0023_rms	2	0.17200001	0.86199999	[0.578333, 0.212188, 0.347057, 0.030245]	1	2	1	1
0	of	rms	A	arctic_a0023_rms	3	0.86199999	0.96200001	[0.04545]	0	0	0	0
2	Canadian	rms	A	arctic_a0023_rms	4	0.96200001	1.482	[0.138267, 0.788413, 0.607289, 0.057481]	1	1	1	1
1	capital	rms	A	arctic_a0023_rms	5	1.482	2.052	[0.933508, 0.095123, 0.060627]	1	2	1	2
0	quickly	rms	A	arctic_a0023_rms	6	2.052	2.4519999	[0.056212, 0.226585]	0	0	0	0
0	organized	rms	A	arctic_a0023_rms	7	2.4519999	3.2119999	[0.532352, 0.147712, 0.633415]	1	1	0	2
0	and	rms	A	arctic_a0023_rms	8	3.2119999	3.312	[0.133878]	0	0	0	0
0	petitioned	rms	A	arctic_a0023_rms	9	3.312	3.862	[0.219631, 0.177043, 0.040222]	1	1	1	2
0	for	rms	A	arctic_a0023_rms	10	3.862	4.052	[0.037235]	0	0	0	0
0	the	rms	A	arctic_a0023_rms	11	4.052	4.1220002	[0.018631]	0	0	0	0
1	same	rms	A	arctic_a0023_rms	12	4.1220002	4.4320002	[0.018631, 0.611374]	1	0	1	1
0	privileges	rms	A	arctic_a0023_rms	13	4.4320002	5.2719998	[0.020599, 0.069154, 0.149264]	1	0	0	2
0	.	rms	A	arctic_a0023_rms	14	5.2719998	0.0		0	0	0	0
0	.	slt	A	arctic_a0023_slt	0	0.0	0.0		0	0	0	0
0	.	slt	A	arctic_a0023_slt	1	0.0	0.086999997		0	0	0	0
0	A	slt	A	arctic_a0023_slt	2	0.086999997	0.14325	[0.170093]	0	0	0	0
2	combination	slt	A	arctic_a0023_slt	3	0.14325	0.85575002	[0.854544, 0.641654, 0.903571, 0.050992]	1	0	1	2
0	of	slt	A	arctic_a0023_slt	4	0.85575002	0.95574999	[0.25266]	1	0	0	0
2	Canadian	slt	A	arctic_a0023_slt	5	0.95574999	1.4744999	[0.07556, 0.422799, 0.272219, 0.126567]	1	1	1	1
1	capital	slt	A	arctic_a0023_slt	6	1.4744999	1.937	[0.861953, 0.024411, 0.139683]	1	1	1	2
0	quickly	slt	A	arctic_a0023_slt	7	1.937	2.33075	[0.381591, 0.359146]	1	0	0	0
0	organized	slt	A	arctic_a0023_slt	8	2.33075	2.8682499	[0.367327, 0.090667, 0.81682]	1	1	0	2
0	and	slt	A	arctic_a0023_slt	9	2.8682499	2.9744999	[0.073698]	0	0	0	0
0	petitioned	slt	A	arctic_a0023_slt	10	2.9744999	3.46825	[0.057851, 0.232036, 0.057344]	1	1	0	2
0	for	slt	A	arctic_a0023_slt	11	3.46825	3.59325	[0.022735]	0	0	0	0
0	the	slt	A	arctic_a0023_slt	12	3.59325	3.70575	[0.068415]	0	0	0	0
0	same	slt	A	arctic_a0023_slt	13	3.70575	3.9995	[0.252076]	1	0	0	1
1	privileges	slt	A	arctic_a0023_slt	14	3.9995	4.7432499	[0.065764, 0.101464, 0.201183]	1	1	0	2
0	.	slt	A	arctic_a0023_slt	15	4.7432499	0.0		0	0	0	0
0	.	rms	A	arctic_a0024_rms	0	0.0	0.112		0	0	0	0
0	It	rms	A	arctic_a0024_rms	1	0.112	0.212	[0.359363]	1	0	0	0
0	was	rms	A	arctic_a0024_rms	2	0.212	0.42199999	[0.181083]	0	0	0	0
0	my	rms	A	arctic_a0024_rms	3	0.42199999	0.542	[0.280894]	1	0	0	0
2	reports	rms	A	arctic_a0024_rms	4	0.542	1.0319999	[0.086727, 0.112253]	1	1	1	1
0	from	rms	A	arctic_a0024_rms	5	1.0319999	1.192	[0.064013]	0	0	0	0
0	the	rms	A	arctic_a0024_rms	6	1.192	1.262	[0.122682]	0	0	0	0
2	north	rms	A	arctic_a0024_rms	7	1.262	1.6619999	[0.122682, 0.579052]	1	0	1	1
0	which	rms	A	arctic_a0024_rms	8	1.6619999	1.9220001	[0.050595]	0	0	0	0
1	chiefly	rms	A	arctic_a0024_rms	9	1.9220001	2.4219999	[0.261921, 0.238233]	1	2	1	1
2	induced	rms	A	arctic_a0024_rms	10	2.4219999	2.852	[0.1386, 0.461329]	1	1	1	2
1	people	rms	A	arctic_a0024_rms	11	2.852	3.1819999	[0.149733, 0.017034]	0	0	0	0
0	to	rms	A	arctic_a0024_rms	12	3.1819999	3.2720001	[0.04358]	0	0	0	0
1	buy	rms	A	arctic_a0024_rms	13	3.2720001	3.7520001	[0.04358, 0.983485]	1	1	1	2
0	.	rms	A	arctic_a0024_rms	14	3.7520001	0.0		0	0	0	0
0	.	slt	A	arctic_a0024_slt	0	0.0	0.19949999		0	0	0	0
0	It	slt	A	arctic_a0024_slt	1	0.19949999	0.27450001	[0.093502]	0	0	0	0
0	was	slt	A	arctic_a0024_slt	2	0.27450001	0.48699999	[0.119971]	0	0	0	0
2	my	slt	A	arctic_a0024_slt	3	0.48699999	0.68075001	[0.638635]	1	1	1	2
0	reports	slt	A	arctic_a0024_slt	4	0.68075001	1.14325	[0.060662, 0.09705]	1	0	1	1
0	from	slt	A	arctic_a0024_slt	5	1.14325	1.337	[0.075729]	1	0	0	0
0	the	slt	A	arctic_a0024_slt	6	1.337	1.39325	[0.039822]	0	0	0	0
0	north	slt	A	arctic_a0024_slt	7	1.39325	1.712	[0.039822, 0.287187]	1	0	1	2
0	which	slt	A	arctic_a0024_slt	8	1.712	2.0244999	[0.05359]	0	0	0	0
